SourceSet,機能,画面/API,ケースID,テストケース名,前提条件,入力,手順,期待結果,観点,元観点区分,種別,優先度,リリースゲート,自動化,実装参照,確認証跡,備考,実行状況,実行結果,担当,証跡リンク,MVP最小実施,実施順,有効_実行状況,有効_実行結果,実施方式,実施環境,自動化対象,前提データ,実行備考
reviewable,締切後自動編成（JOB02）,run-matching-locked/route.ts,RM-010,locked かつ event_date >= 東京今日 が 0 件,対象日なし,正 Bearer,GET,200 ok true、processed=0、results=[]。,対象なし,対象なし,正常系,P0,MVP必須,既存レビュー用データ,run-matching-locked/route.ts:35-43,HTTP / DB / 画面（ケース記述参照）,【分岐】lockedDays 空 【リスク】「壊れている」と誤認しない。 参照:run-matching-locked/route.ts:35-43,,,,,対象,4-02,"=IF($W45=""対象"",IFERROR(IF(xlookup($D45,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D45,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S45),$S45),$S45)","=IF($W45=""対象"",IFERROR(IF(xlookup($D45,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D45,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T45),$T45),$T45)",local-integration,local,partial,対象0件の locked 日なし状態,
reviewable,締切後自動編成（JOB02）,applyMatchingForEventDayId,RM-011,1 日分 ok:true で matchingRunId・assignmentCount が返る,locked・編成可能データ（RPC 成功条件を満たす）,GET,results 内の 1 要素,ok true、matchingRunId UUID、assignmentCount 整数。DB で event_days.status=confirmed 等へ（実装準拠の RPC 結果を確認）。,正常編成,正常編成,正常系,P0,MVP必須,既存レビュー用データ,run-matching-for-event-day.ts / admin_apply_matching_run 【リスク】対戦表が空のまま確定しない。,HTTP / DB / 画面（ケース記述参照）,【分岐】applied.ok 参照:run-matching-for-event-day.ts / admin_apply_matching_run 【リスク】対戦表が空のまま確定しない。,,,,,対象,4-03,"=IF($W46=""対象"",IFERROR(IF(xlookup($D46,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D46,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S46),$S46),$S46)","=IF($W46=""対象"",IFERROR(IF(xlookup($D46,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D46,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T46),$T46),$T46)",local-integration,local,partial,locked 日・編成可能データ seed,JOB02 主経路
reviewable,締切後自動編成（JOB02）,applyMatchingForEventDayId,RM-012,already_matched / not_locked は results で ok:true skipped に格納,同一日に再実行、または open のみ等,GET,skipped メッセージ確認,HTTP 200 本体 ok true。該当行は ok:true skipped 文字列。二重編成をエラー終了にしない（ルート全体は成功）。,冪等・再実行,冪等・再実行,冪等性,P0,MVP必須,既存レビュー用データ,run-matching-locked/route.ts:60-67 【リスク】Cron 再実行で赤エラーにしない。,HTTP / DB / 画面（ケース記述参照）,【分岐】applied.error in already_matched|not_locked 参照:run-matching-locked/route.ts:60-67 【リスク】Cron 再実行で赤エラーにしない。,,,,,対象,4-04,"=IF($W47=""対象"",IFERROR(IF(xlookup($D47,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D47,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S47),$S47),$S47)","=IF($W47=""対象"",IFERROR(IF(xlookup($D47,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D47,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T47),$T47),$T47)",local-integration,local,partial,skipped 分岐用 seed,
reviewable,締切後自動編成（JOB02）,applyMatchingForEventDayId,RM-013,上記以外の失敗は results で ok:false + error,データ不整合等で RPC が失敗する seed（要確認: 具体 seed は環境依存）,GET,results に ok false,HTTP は 200 だが results に失敗行。他の日の成功行と混在しうる → 運用は JSON 全体を見る。,部分失敗,部分失敗,整合性,P0,MVP必須,既存レビュー用データ,run-matching-locked/route.ts:70-75,HTTP / DB / 画面（ケース記述参照）,【分岐】!applied.ok && not skipped 【リスク】一部日だけ未確定に気づかない。 参照:run-matching-locked/route.ts:70-75,,,,,対象,4-05,"=IF($W48=""対象"",IFERROR(IF(xlookup($D48,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D48,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S48),$S48),$S48)","=IF($W48=""対象"",IFERROR(IF(xlookup($D48,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D48,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T48),$T48),$T48)",local-integration,local,partial,失敗系 seed,
reviewable,締切後自動編成（JOB02）,run-matching-locked/route.ts,RM-014,locked 一覧 listErr で 500（ok false JSON）,DB 障害,GET,GET（正しい Bearer）,"500、{ ok:false, error }。results なし。",DB 障害,DB 障害,異常系,P1,リリース前推奨,既存レビュー用データ,run-matching-locked/route.ts:41-42,HTTP / DB / 画面（ケース記述参照）,【分岐】listErr 参照:run-matching-locked/route.ts:41-42,,,,,,,"=IF($W49=""対象"",IFERROR(IF(xlookup($D49,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D49,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S49),$S49),$S49)","=IF($W49=""対象"",IFERROR(IF(xlookup($D49,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D49,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T49),$T49),$T49)",local-integration,local,partial,cron secret・seed・モック,Staging で環境操作が難しい前提（ヒューリスティック）
reviewable,締切後自動編成（JOB02）,run-matching-locked/route.ts,RM-015,1 日処理中の例外は catch で ok:false（他日は続行）,1 日目で applyMatching が throw する状況（要確認）,GET,GET し results 配列を走査,results に error メッセージ。ループは継続し他 eventDayId も処理される可能性。,部分失敗・継続,部分失敗・継続,整合性,P1,リリース前推奨,既存レビュー用データ,route.ts:85-91,HTTP / DB / 画面（ケース記述参照）,【分岐】for 内 catch 参照:route.ts:85-91,,,,,,,"=IF($W50=""対象"",IFERROR(IF(xlookup($D50,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D50,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S50),$S50),$S50)","=IF($W50=""対象"",IFERROR(IF(xlookup($D50,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D50,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T50),$T50),$T50)",local-integration,local,partial,cron secret・seed・モック,Staging で環境操作が難しい前提（ヒューリスティック）
reviewable,締切後自動編成（JOB02）,admin_apply_matching_run（SQL）,RM-020,アルゴリズム特性（同カテゴリ優先・重複対戦抑制・試合数偏り）は仕様書と RPC 結果で検証,複数チーム seed,matches / morning_fixed 等の DB 検査,JOB02 成功後に集計,docs/spec/implemented-matching-algorithm.md に準拠（詳細は要確認: 期待する対戦ペアは seed 依存）。,公平性・運用品質,公平性・運用品質,境界値,P1,リリース前推奨,既存レビュー用データ,docs/spec/implemented-matching-algorithm.md,HTTP / DB / 画面（ケース記述参照）,【分岐】RPC 内部 【リスク】偏った編成による苦情。自動検算は別ツールでも可。 参照:docs/spec/implemented-matching-algorithm.md,,,,,,,"=IF($W51=""対象"",IFERROR(IF(xlookup($D51,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D51,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S51),$S51),$S51)","=IF($W51=""対象"",IFERROR(IF(xlookup($D51,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D51,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T51),$T51),$T51)",local-integration,local,partial,cron secret・seed・モック,Staging で環境操作が難しい前提（ヒューリスティック）
reviewable,認証・プロキシ,src/proxy.ts（matcher 対象パス）,PX-001,トップに ?code= があるとき /auth/callback へリダイレクト,dev 起動、未認証可,ブラウザで http://localhost:3000/?code=dummy,GET し Location を確認,302/307 で pathname が /auth/callback。以降 Supabase のコード交換フローに乗る。Cookie は proxy 内 setAll で更新されうる。,OAuth 着地点の取りこぼし防止,OAuth 着地点の取りこぼし防止,状態遷移,P1,リリース前推奨,既存レビュー用データ,src/proxy.ts,HTTP / DB / 画面（ケース記述参照）,【分岐】proxy.ts 先頭 code&&pathname===/ 【リスク】再設定メールから戻ったユーザーがセッション確立できず離脱。 参照:src/proxy.ts | 旧:—,,,,,,,"=IF($W52=""対象"",IFERROR(IF(xlookup($D52,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D52,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S52),$S52),$S52)","=IF($W52=""対象"",IFERROR(IF(xlookup($D52,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D52,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T52),$T52),$T52)",manual,both,no,個別確認,デフォルト分類（必要なら BY_CASE_ID に追加）
reviewable,認証・プロキシ,src/proxy.ts,PX-002,/resetpassword 等を /auth/update-password に正規化,同上,GET /reset-password または /resetpassword,Location を確認,再設定画面の正規 URL に誘導。ブックマーク誤りでも到達可能。,URL 揺れ・サポート問い合わせ削減,URL 揺れ・サポート問い合わせ削減,状態遷移,P2,補完,既存レビュー用データ,src/proxy.ts,HTTP / DB / 画面（ケース記述参照）,【分岐】pathname 別名 【リスク】ユーザーが古いリンクで詰まる。 参照:src/proxy.ts,,,,,,,"=IF($W53=""対象"",IFERROR(IF(xlookup($D53,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D53,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S53),$S53),$S53)","=IF($W53=""対象"",IFERROR(IF(xlookup($D53,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D53,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T53),$T53),$T53)",manual,both,no,個別確認,デフォルト分類（必要なら BY_CASE_ID に追加）
reviewable,認証・プロキシ,src/proxy.ts,PX-003,通常ページで Supabase getUser が走り Cookie が更新されうる,有効セッション Cookie,GET /reserve 等 matcher 対象パス,リクエスト前後の Set-Cookie を比較（要確認: 環境・期限依存）,200 表示。SSR で createServerClient + getUser 実行。セッション延長に失敗しても公開ページは原則表示（要確認: 実際の失敗時挙動はネットワーク次第）。,セッション鮮度,セッション鮮度,整合性,P2,補完,既存レビュー用データ,src/proxy.ts,HTTP / DB / 画面（ケース記述参照）,【分岐】proxy.ts await supabase.auth.getUser() 【リスク】期限切れセッションで予約途中ページが中途半端な状態（要確認）。 参照:src/proxy.ts,,,,,,,"=IF($W54=""対象"",IFERROR(IF(xlookup($D54,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D54,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S54),$S54),$S54)","=IF($W54=""対象"",IFERROR(IF(xlookup($D54,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D54,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T54),$T54),$T54)",manual,both,no,個別確認,デフォルト分類（必要なら BY_CASE_ID に追加）
reviewable,通知・メール,POST /api/admin/notifications/{id}/retry,NF-001,failed を pending に戻し再送可能（成功時は notifications と実メール）,failed 行・管理者セッション,該当 id,POST,200 系。DB status が pending→送信処理後 sent/failed。再送二重の有無は template 実装次第（要確認）。,再送・二重送信,再送・二重送信,状態遷移,P0,MVP必須,既存レビュー用データ,admin/notifications/[id]/retry/route.ts,HTTP / DB / 画面（ケース記述参照）,【分岐】notification-retry 【リスク】顧客に同内容が二度届く／届かない。 参照:admin/notifications/[id]/retry/route.ts | 旧:TC-ADM-NOTIF-003,,,,,対象,5-01,"=IF($W55=""対象"",IFERROR(IF(xlookup($D55,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D55,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S55),$S55),$S55)","=IF($W55=""対象"",IFERROR(IF(xlookup($D55,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D55,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T55),$T55),$T55)",local-integration,local,partial,failed 通知・再送用 seed,Resend モック推奨
reviewable,通知・メール,GET /api/cron/send-day-before-final,NF-010,JOB03: 認証失敗は 401/503。成功時は summary に sent/skipped/failed,明日開催の event_days seed,Bearer,GET,成功時: 各予約ごとに通知レコード更新・メール試行。final_day_before_notice_completed_at は failed===0 で付与（実装準拠）。,前日確定・部分失敗,前日確定・部分失敗,整合性,P0,MVP必須,既存レビュー用データ,send-day-before-final/route.ts,HTTP / DB / 画面（ケース記述参照）,【分岐】send-day-before-final/route.ts 本ループ 【リスク】前日連絡漏れは現地事故。旧 TC-EX-CR-DBF-* を運用観点で代表化。 参照:send-day-before-final/route.ts,,,,,対象,4-08,"=IF($W56=""対象"",IFERROR(IF(xlookup($D56,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D56,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S56),$S56),$S56)","=IF($W56=""対象"",IFERROR(IF(xlookup($D56,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D56,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T56),$T56),$T56)",local-integration,local,partial,cron secret・メール送信モック,JOB03
reviewable,通知一覧,GET /api/admin/notifications,MVP-NOTIF-401,未認証は 401,Cookie なし,?status=failed,GET,401。notifications 本文なし。,個人情報保護,個人情報保護,権限,P0,MVP必須,既存レビュー用データ,,HTTP / DB / 画面（ケース記述参照）,旧:TC-MVP-ADM-NOTIF-401,,,,,対象,5-02,"=IF($W57=""対象"",IFERROR(IF(xlookup($D57,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D57,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S57),$S57),$S57)","=IF($W57=""対象"",IFERROR(IF(xlookup($D57,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D57,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T57),$T57),$T57)",staging-smoke,staging,partial,なし（未認証GET）,通知一覧の未認証 401 は fetch のみで staging でも検証可能。staging-smoke.test.ts への追加が最短（現状は未収載のため partial）。追加 it 例: Cookie なしで GET /api/admin/notifications → 401
exhaustive,Cron｜マッチング案内（内部分岐）,GET/POST /api/cron/send-matching-proposal,TC-EX-CR-MP-01,reservations 取得エラー,CRON_SECRET 有効・Bearer 一致。event_date = 東京今日+2日・matching_proposal_notice_sent_at IS NULL・status locked|confirmed,手順参照,該当 seed のあと Cron 実行,summary で sent=skipped=failed=0 の行が入り continue,境界,境界,境界値,P1,リリース前推奨,要検討,src/app/api/cron/send-matching-proposal/route.ts,HTTP JSON summary + notifications + event_days,503/401 は TC-CRN-send-matching-proposal-* で網羅,,,,,,,"=IF($W58=""対象"",IFERROR(IF(xlookup($D58,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D58,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S58),$S58),$S58)","=IF($W58=""対象"",IFERROR(IF(xlookup($D58,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D58,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T58),$T58),$T58)",local-integration,local,partial,cron secret・seed・モック,Staging で環境操作が難しい前提（ヒューリスティック）
exhaustive,Cron｜マッチング案内（内部分岐）,GET/POST /api/cron/send-matching-proposal,TC-EX-CR-MP-02,contact_email 空,CRON_SECRET 有効・Bearer 一致。event_date = 東京今日+2日・matching_proposal_notice_sent_at IS NULL・status locked|confirmed,手順参照,該当 seed のあと Cron 実行,skipped++ のみ,境界,境界,境界値,P1,リリース前推奨,要検討,src/app/api/cron/send-matching-proposal/route.ts,HTTP JSON summary + notifications + event_days,503/401 は TC-CRN-send-matching-proposal-* で網羅,,,,,,,"=IF($W59=""対象"",IFERROR(IF(xlookup($D59,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D59,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S59),$S59),$S59)","=IF($W59=""対象"",IFERROR(IF(xlookup($D59,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D59,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T59),$T59),$T59)",local-integration,local,partial,cron secret・seed・モック,Staging で環境操作が難しい前提（ヒューリスティック）
exhaustive,Cron｜マッチング案内（内部分岐）,GET/POST /api/cron/send-matching-proposal,TC-EX-CR-MP-03,matching_proposal 既に sent,CRON_SECRET 有効・Bearer 一致。event_date = 東京今日+2日・matching_proposal_notice_sent_at IS NULL・status locked|confirmed,手順参照,該当 seed のあと Cron 実行,skipped++,境界,境界,境界値,P1,リリース前推奨,要検討,src/app/api/cron/send-matching-proposal/route.ts,HTTP JSON summary + notifications + event_days,503/401 は TC-CRN-send-matching-proposal-* で網羅,,,,,,,"=IF($W60=""対象"",IFERROR(IF(xlookup($D60,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D60,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S60),$S60),$S60)","=IF($W60=""対象"",IFERROR(IF(xlookup($D60,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D60,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T60),$T60),$T60)",local-integration,local,partial,cron secret・seed・モック,Staging で環境操作が難しい前提（ヒューリスティック）
exhaustive,Cron｜マッチング案内（内部分岐）,GET/POST /api/cron/send-matching-proposal,TC-EX-CR-MP-04,notifications insert 失敗,CRON_SECRET 有効・Bearer 一致。event_date = 東京今日+2日・matching_proposal_notice_sent_at IS NULL・status locked|confirmed,手順参照,該当 seed のあと Cron 実行,emailFailed++,境界,境界,境界値,P1,リリース前推奨,要検討,src/app/api/cron/send-matching-proposal/route.ts,HTTP JSON summary + notifications + event_days,503/401 は TC-CRN-send-matching-proposal-* で網羅,,,,,,,"=IF($W61=""対象"",IFERROR(IF(xlookup($D61,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D61,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S61),$S61),$S61)","=IF($W61=""対象"",IFERROR(IF(xlookup($D61,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D61,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T61),$T61),$T61)",local-integration,local,partial,cron secret・seed・モック,Staging で環境操作が難しい前提（ヒューリスティック）
exhaustive,Cron｜マッチング案内（内部分岐）,GET/POST /api/cron/send-matching-proposal,TC-EX-CR-MP-05,existing failed→pending へ戻して再送,CRON_SECRET 有効・Bearer 一致。event_date = 東京今日+2日・matching_proposal_notice_sent_at IS NULL・status locked|confirmed,手順参照,該当 seed のあと Cron 実行,update 後に送信処理へ,境界,境界,境界値,P1,リリース前推奨,要検討,src/app/api/cron/send-matching-proposal/route.ts,HTTP JSON summary + notifications + event_days,503/401 は TC-CRN-send-matching-proposal-* で網羅,,,,,,,"=IF($W62=""対象"",IFERROR(IF(xlookup($D62,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D62,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S62),$S62),$S62)","=IF($W62=""対象"",IFERROR(IF(xlookup($D62,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D62,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T62),$T62),$T62)",local-integration,local,partial,cron secret・seed・モック,Staging で環境操作が難しい前提（ヒューリスティック）
exhaustive,Cron｜マッチング案内（内部分岐）,GET/POST /api/cron/send-matching-proposal,TC-EX-CR-MP-06,送信後 notifications.status が sent,CRON_SECRET 有効・Bearer 一致。event_date = 東京今日+2日・matching_proposal_notice_sent_at IS NULL・status locked|confirmed,手順参照,該当 seed のあと Cron 実行,sent++,境界,境界,境界値,P1,リリース前推奨,要検討,src/app/api/cron/send-matching-proposal/route.ts,HTTP JSON summary + notifications + event_days,503/401 は TC-CRN-send-matching-proposal-* で網羅,,,,,対象,4-06,"=IF($W63=""対象"",IFERROR(IF(xlookup($D63,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D63,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S63),$S63),$S63)","=IF($W63=""対象"",IFERROR(IF(xlookup($D63,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D63,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T63),$T63),$T63)",local-integration,local,partial,通知送信モック・notifications seed,内部分岐
exhaustive,Cron｜マッチング案内（内部分岐）,GET/POST /api/cron/send-matching-proposal,TC-EX-CR-MP-07,送信後 status が failed,CRON_SECRET 有効・Bearer 一致。event_date = 東京今日+2日・matching_proposal_notice_sent_at IS NULL・status locked|confirmed,手順参照,該当 seed のあと Cron 実行,emailFailed++・digest（案内メール）,境界,境界,境界値,P1,リリース前推奨,要検討,src/app/api/cron/send-matching-proposal/route.ts,HTTP JSON summary + notifications + event_days,503/401 は TC-CRN-send-matching-proposal-* で網羅,,,,,対象,4-07,"=IF($W64=""対象"",IFERROR(IF(xlookup($D64,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D64,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S64),$S64),$S64)","=IF($W64=""対象"",IFERROR(IF(xlookup($D64,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D64,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T64),$T64),$T64)",local-integration,local,partial,同上,failed 反映
exhaustive,Cron｜マッチング案内（内部分岐）,GET/POST /api/cron/send-matching-proposal,TC-EX-CR-MP-08,emailFailed===0 で matching_proposal_notice_sent_at スタンプ,CRON_SECRET 有効・Bearer 一致。event_date = 東京今日+2日・matching_proposal_notice_sent_at IS NULL・status locked|confirmed,手順参照,該当 seed のあと Cron 実行,event_days 更新成功,境界,境界,境界値,P1,リリース前推奨,要検討,src/app/api/cron/send-matching-proposal/route.ts,HTTP JSON summary + notifications + event_days,503/401 は TC-CRN-send-matching-proposal-* で網羅,,,,,,,"=IF($W65=""対象"",IFERROR(IF(xlookup($D65,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D65,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S65),$S65),$S65)","=IF($W65=""対象"",IFERROR(IF(xlookup($D65,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D65,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T65),$T65),$T65)",local-integration,local,partial,cron secret・seed・モック,Staging で環境操作が難しい前提（ヒューリスティック）
exhaustive,Cron｜マッチング案内（内部分岐）,GET/POST /api/cron/send-matching-proposal,TC-EX-CR-MP-09,スタンプ UPDATE 失敗,CRON_SECRET 有効・Bearer 一致。event_date = 東京今日+2日・matching_proposal_notice_sent_at IS NULL・status locked|confirmed,手順参照,該当 seed のあと Cron 実行,stampFailed・digest（フラグ更新）,境界,境界,境界値,P1,リリース前推奨,要検討,src/app/api/cron/send-matching-proposal/route.ts,HTTP JSON summary + notifications + event_days,503/401 は TC-CRN-send-matching-proposal-* で網羅,,,,,,,"=IF($W66=""対象"",IFERROR(IF(xlookup($D66,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D66,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S66),$S66),$S66)","=IF($W66=""対象"",IFERROR(IF(xlookup($D66,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D66,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T66),$T66),$T66)",local-integration,local,partial,cron secret・seed・モック,Staging で環境操作が難しい前提（ヒューリスティック）
exhaustive,Cron｜マッチング案内（内部分岐）,GET/POST /api/cron/send-matching-proposal,TC-EX-CR-MP-10,after が sent/failed 以外,CRON_SECRET 有効・Bearer 一致。event_date = 東京今日+2日・matching_proposal_notice_sent_at IS NULL・status locked|confirmed,手順参照,該当 seed のあと Cron 実行,skipped++,境界,境界,境界値,P1,リリース前推奨,要検討,src/app/api/cron/send-matching-proposal/route.ts,HTTP JSON summary + notifications + event_days,503/401 は TC-CRN-send-matching-proposal-* で網羅,,,,,,,"=IF($W67=""対象"",IFERROR(IF(xlookup($D67,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D67,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S67),$S67),$S67)","=IF($W67=""対象"",IFERROR(IF(xlookup($D67,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D67,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T67),$T67),$T67)",local-integration,local,partial,cron secret・seed・モック,Staging で環境操作が難しい前提（ヒューリスティック）
